"ISO_CODE","AGE_GROUP","CUTT_OF_DATA_COUNTRY","COUNTRY_NAME","AT_LEAST_ONE","COMPLETE_SCH","ADDITIONAL_1_DOSE","ADDITIONAL_2_DOSE","n","PERCENT_COMPLETE","PERCENT_ONE","PERCENT_ADDITIONAL_1","PERCENT_ADDITIONAL_2"
"CAN","60+",2021-11-05,"CANADA",9010197,8807733,0,0,9678490,91,93.1,0,0
"CAN","<18",2021-10-29,"CANADA",2124250,1958635,0,0,7188532,27.2,29.6,0,0
"CAN","18-59",2021-10-29,"CANADA",18368874,17244237,0,0,21200891,81.3,86.6,0,0
"CAN","60+",2021-10-29,"CANADA",9010197,8807733,0,0,9678490,91,93.1,0,0
"CAN","<18",2021-10-22,"CANADA",1913041,1637739,0,0,7188532,22.8,26.6,0,0
"CAN","18-59",2021-10-22,"CANADA",16952593,15188340,0,0,21200891,71.6,80,0,0
"CAN","60+",2021-10-22,"CANADA",8826760,8522265,0,0,9678490,88.1,91.2,0,0
"CAN","<18",2021-10-15,"CANADA",1913041,1637739,0,0,7188532,22.8,26.6,0,0
"CAN","18-59",2021-10-15,"CANADA",16952593,15188340,0,0,21200891,71.6,80,0,0
"CAN","60+",2021-10-15,"CANADA",8826760,8522265,0,0,9678490,88.1,91.2,0,0
"CAN","<18",2021-10-08,"CANADA",1913041,1637739,0,0,7188532,22.8,26.6,0,0
"CAN","18-59",2021-10-08,"CANADA",16952593,15188340,0,0,21200891,71.6,80,0,0
"CAN","60+",2021-10-08,"CANADA",8826760,8522265,0,0,9678490,88.1,91.2,0,0
"CAN","<18",2021-10-01,"CANADA",1913041,1637739,0,0,7188532,22.8,26.6,0,0
"CAN","18-59",2021-10-01,"CANADA",16952593,15188340,0,0,21200891,71.6,80,0,0
"CAN","60+",2021-10-01,"CANADA",8826760,8522265,0,0,9678490,88.1,91.2,0,0
"CAN","<18",2021-09-24,"CANADA",1913041,1637739,0,0,7188532,22.8,26.6,0,0
"CAN","18-59",2021-09-24,"CANADA",16952593,15188340,0,0,21200891,71.6,80,0,0
"CAN","60+",2021-09-24,"CANADA",8826760,8522265,0,0,9678490,88.1,91.2,0,0
"CAN","<18",2021-09-17,"CANADA",1913041,1637739,0,0,7188532,22.8,26.6,0,0
"CAN","18-59",2021-09-17,"CANADA",16952593,15188340,0,0,21200891,71.6,80,0,0
"CAN","60+",2021-09-17,"CANADA",8826760,8522265,0,0,9678490,88.1,91.2,0,0
"CAN","<18",2021-09-10,"CANADA",1913041,1637739,0,0,7188532,22.8,26.6,0,0
"CAN","18-59",2021-09-10,"CANADA",16952593,15188340,0,0,21200891,71.6,80,0,0
"CAN","60+",2021-09-10,"CANADA",8826760,8522265,0,0,9678490,88.1,91.2,0,0
"CAN","<18",2021-09-03,"CANADA",1913041,1637739,0,0,7188532,22.8,26.6,0,0
"CAN","18-59",2021-09-03,"CANADA",16952593,15188340,0,0,21200891,71.6,80,0,0
"CAN","60+",2021-09-03,"CANADA",8826760,8522265,0,0,9678490,88.1,91.2,0,0
"CAN","<18",2021-08-27,"CANADA",1786652,1145058,0,0,7188532,15.9,24.9,0,0
"CAN","18-59",2021-08-27,"CANADA",16354527,13279500,0,0,21200891,62.6,77.1,0,0
"CAN","60+",2021-08-27,"CANADA",8732259,8168618,0,0,9678490,84.4,90.2,0,0
"CAN","<18",2021-08-20,"CANADA",1786652,1145058,0,0,7188532,15.9,24.9,0,0
"CAN","18-59",2021-08-20,"CANADA",16354527,13279500,0,0,21200891,62.6,77.1,0,0
"CAN","60+",2021-08-20,"CANADA",8732259,8168618,0,0,9678490,84.4,90.2,0,0
"CAN","<18",2021-08-13,"CANADA",1786652,1145058,0,0,7188532,15.9,24.9,0,0
"CAN","18-59",2021-08-13,"CANADA",16354527,13279500,0,0,21200891,62.6,77.1,0,0
"CAN","60+",2021-08-13,"CANADA",8732259,8168618,0,0,9678490,84.4,90.2,0,0
"CAN","<18",2021-08-06,"CANADA",1786652,1145058,0,0,7188532,15.9,24.9,0,0
"CAN","18-59",2021-08-06,"CANADA",16354527,13279500,0,0,21200891,62.6,77.1,0,0
"CAN","60+",2021-08-06,"CANADA",8732259,8168618,0,0,9678490,84.4,90.2,0,0
"CHL","<18",2022-06-24,"CHILE",3485961,3267237,1703336,0,4391734,74.4,79.4,38.8,0
"CHL","18-59",2022-06-24,"CHILE",11221880,11031420,9945912,0,11371278,97,98.7,87.5,0
"CHL","60+",2022-06-24,"CHILE",3263031,3236899,3039198,0,3449350,93.8,94.6,88.1,0
"CHL","<18",2022-06-17,"CHILE",3485961,3267237,1703336,0,4391734,74.4,79.4,38.8,0
"CHL","18-59",2022-06-17,"CHILE",11221880,11031420,9945912,0,11371278,97,98.7,87.5,0
"CHL","60+",2022-06-17,"CHILE",3263031,3236899,3039198,0,3449350,93.8,94.6,88.1,0
"CHL","<18",2022-06-10,"CHILE",3485961,3267237,1703336,55808,4391734,74.4,79.4,38.8,1.3
"CHL","18-59",2022-06-10,"CHILE",11221880,11031420,9945912,5272677,11371278,97,98.7,87.5,46.4
"CHL","60+",2022-06-10,"CHILE",3263031,3236899,3039198,2424174,3449350,93.8,94.6,88.1,70.3
"CHL","<18",2022-06-03,"CHILE",3470178,3245750,1489795,0,4391734,73.9,79,33.9,0
"CHL","18-59",2022-06-03,"CHILE",11213187,11021611,9847091,0,11371278,96.9,98.6,86.6,0
"CHL","60+",2022-06-03,"CHILE",3262559,3236344,3029289,0,3449350,93.8,94.6,87.8,0
"CHL","<18",2022-05-27,"CHILE",3470178,3245750,1489795,10820,4391734,73.9,79,33.9,0.2
"CHL","18-59",2022-05-27,"CHILE",11213187,11021611,9847091,3777193,11371278,96.9,98.6,86.6,33.2
"CHL","60+",2022-05-27,"CHILE",3262559,3236344,3029289,2231172,3449350,93.8,94.6,87.8,64.7
"CHL","<18",2022-05-20,"CHILE",3447835,3211535,1211991,0,4391734,73.1,78.5,27.6,0
"CHL","18-59",2022-05-20,"CHILE",11200942,11004581,9704602,0,11371278,96.8,98.5,85.3,0
"CHL","60+",2022-05-20,"CHILE",3261441,3234840,3013933,0,3449350,93.8,94.6,87.4,0
"CHL","<18",2022-05-13,"CHILE",3447835,3211535,1211991,0,4391734,73.1,78.5,27.6,0
"CHL","18-59",2022-05-13,"CHILE",11200942,11004581,9704602,0,11371278,96.8,98.5,85.3,0
"CHL","60+",2022-05-13,"CHILE",3261441,3234840,3013933,0,3449350,93.8,94.6,87.4,0
"CHL","<18",2022-05-06,"CHILE",3447835,3211535,1211991,0,4391734,73.1,78.5,27.6,0
"CHL","18-59",2022-05-06,"CHILE",11200942,11004581,9704602,0,11371278,96.8,98.5,85.3,0
"CHL","60+",2022-05-06,"CHILE",3261441,3234840,3013933,0,3449350,93.8,94.6,87.4,0
"CHL","<18",2022-04-29,"CHILE",3447835,3211535,1211991,1445,4391734,73.1,78.5,27.6,0
"CHL","18-59",2022-04-29,"CHILE",11200942,11004581,9704602,1722019,11371278,96.8,98.5,85.3,15.1
"CHL","60+",2022-04-29,"CHILE",3261441,3234840,3013933,1867375,3449350,93.8,94.6,87.4,54.1
"CHL","<18",2022-04-22,"CHILE",3433107,3181590,1061743,0,4391734,72.4,78.2,24.2,0
"CHL","18-59",2022-04-22,"CHILE",11193112,10990793,10515569,0,11371278,96.7,98.4,92.5,0
"CHL","60+",2022-04-22,"CHILE",3258920,3231722,4706533,0,3449350,93.7,94.5,100,0
"CHL","<18",2022-04-15,"CHILE",3433107,3181590,1061743,0,4391734,72.4,78.2,24.2,0
"CHL","18-59",2022-04-15,"CHILE",11193112,10990793,10515569,0,11371278,96.7,98.4,92.5,0
"CHL","60+",2022-04-15,"CHILE",3258920,3231722,4706533,0,3449350,93.7,94.5,100,0
"CHL","<18",2022-04-08,"CHILE",3433107,3181590,1061743,0,4391734,72.4,78.2,24.2,0
"CHL","18-59",2022-04-08,"CHILE",11193112,10990793,10515569,0,11371278,96.7,98.4,92.5,0
"CHL","60+",2022-04-08,"CHILE",3258920,3231722,4706533,0,3449350,93.7,94.5,100,0
"CHL","<18",2022-04-01,"CHILE",3407237,3115588,820684,0,4391734,70.9,77.6,18.7,0
"CHL","18-59",2022-04-01,"CHILE",11176129,10962715,9977600,0,11371278,96.4,98.3,87.7,0
"CHL","60+",2022-04-01,"CHILE",3257251,3229007,4360796,0,3449350,93.6,94.4,100,0
"CHL","<18",2022-03-25,"CHILE",3407237,3115588,820684,0,4391734,70.9,77.6,18.7,0
"CHL","18-59",2022-03-25,"CHILE",11176129,10962715,9977600,0,11371278,96.4,98.3,87.7,0
"CHL","60+",2022-03-25,"CHILE",3257251,3229007,4360796,0,3449350,93.6,94.4,100,0
"CHL","<18",2022-03-18,"CHILE",3407237,3115588,820684,0,4391734,70.9,77.6,18.7,0
"CHL","18-59",2022-03-18,"CHILE",11176129,10962715,9977600,0,11371278,96.4,98.3,87.7,0
"CHL","60+",2022-03-18,"CHILE",3257251,3229007,4360796,0,3449350,93.6,94.4,100,0
"CHL","<18",2022-03-11,"CHILE",3244992,2832587,409690,0,4391734,64.5,73.9,9.3,0
"CHL","18-59",2022-03-11,"CHILE",11128023,10891649,9055451,0,11371278,95.8,97.9,79.6,0
"CHL","60+",2022-03-11,"CHILE",3253219,3239477,3065234,0,3449350,93.9,94.3,88.9,0
"CHL","<18",2022-03-04,"CHILE",3244992,2832587,409690,0,4391734,64.5,73.9,9.3,0
"CHL","18-59",2022-03-04,"CHILE",11128023,10891649,9055451,0,11371278,95.8,97.9,79.6,0
"CHL","60+",2022-03-04,"CHILE",3253219,3239477,3065234,0,3449350,93.9,94.3,88.9,0
"CHL","<18",2022-02-25,"CHILE",3244992,2832587,409690,0,4391734,64.5,73.9,9.3,0
"CHL","18-59",2022-02-25,"CHILE",11128023,10891649,9055451,0,11371278,95.8,97.9,79.6,0
"CHL","60+",2022-02-25,"CHILE",3253219,3239477,3065234,0,3449350,93.9,94.3,88.9,0
"CHL","<18",2022-02-18,"CHILE",3244992,2832587,409690,0,4391734,64.5,73.9,9.3,0
"CHL","18-59",2022-02-18,"CHILE",11128023,10891649,9055451,0,11371278,95.8,97.9,79.6,0
"CHL","60+",2022-02-18,"CHILE",3253219,3239477,3065234,0,3449350,93.9,94.3,88.9,0
"CHL","<18",2022-02-11,"CHILE",3244992,2832587,409690,0,4391734,64.5,73.9,9.3,0
"CHL","18-59",2022-02-11,"CHILE",11128023,10891649,9055451,0,11371278,95.8,97.9,79.6,0
"CHL","60+",2022-02-11,"CHILE",3253219,3239477,3065234,0,3449350,93.9,94.3,88.9,0
"CHL","<18",2022-02-04,"CHILE",3244992,2832587,409690,0,4391734,64.5,73.9,9.3,0
"CHL","18-59",2022-02-04,"CHILE",11128023,10891649,9055451,0,11371278,95.8,97.9,79.6,0
"CHL","60+",2022-02-04,"CHILE",3253219,3239477,3065234,0,3449350,93.9,94.3,88.9,0
"CHL","<18",2022-01-28,"CHILE",3031605,2550043,324061,0,4391734,58.1,69,7.4,0
"CHL","18-59",2022-01-28,"CHILE",11052533,10798461,8094179,0,11371278,95,97.2,71.2,0
"CHL","60+",2022-01-28,"CHILE",3245487,3214381,2854978,0,3449350,93.2,94.1,82.8,0
"CHL","<18",2022-01-21,"CHILE",3031605,2550043,324061,0,4391734,58.1,69,7.4,0
"CHL","18-59",2022-01-21,"CHILE",11052533,10798461,8094179,0,11371278,95,97.2,71.2,0
"CHL","60+",2022-01-21,"CHILE",3245487,3214381,2854978,0,3449350,93.2,94.1,82.8,0
"CHL","<18",2022-01-14,"CHILE",3031605,2550043,324061,0,4391734,58.1,69,7.4,0
"CHL","18-59",2022-01-14,"CHILE",11052533,10798461,8094179,0,11371278,95,97.2,71.2,0
"CHL","60+",2022-01-14,"CHILE",3245487,3214381,2854978,0,3449350,93.2,94.1,82.8,0
"CHL","<18",2022-01-07,"CHILE",3031605,2550043,324061,0,4391734,58.1,69,7.4,0
"CHL","18-59",2022-01-07,"CHILE",11052533,10798461,8094179,0,11371278,95,97.2,71.2,0
"CHL","60+",2022-01-07,"CHILE",3245487,3214381,2854978,0,3449350,93.2,94.1,82.8,0
"CHL","<18",2021-12-31,"CHILE",2919805,2478190,150514,0,4391734,56.4,66.5,3.4,0
"CHL","18-59",2021-12-31,"CHILE",11025878,10750777,7176421,0,11371278,94.5,97,63.1,0
"CHL","60+",2021-12-31,"CHILE",3243247,3210162,2793740,0,3449350,93.1,94,81,0
"CHL","<18",2021-12-24,"CHILE",2919805,2478190,150514,0,4391734,56.4,66.5,3.4,0
"CHL","18-59",2021-12-24,"CHILE",11025878,10750777,7176421,0,11371278,94.5,97,63.1,0
"CHL","60+",2021-12-24,"CHILE",3243247,3210162,2793740,0,3449350,93.1,94,81,0
"CHL","<18",2021-12-17,"CHILE",2694824,2369596,29137,0,4391734,54,61.4,0.7,0
"CHL","18-59",2021-12-17,"CHILE",10992705,10687159,6424907,0,11371278,94,96.7,56.5,0
"CHL","60+",2021-12-17,"CHILE",3240393,3204445,2741192,0,3449350,92.9,93.9,79.5,0
"CHL","<18",2021-12-10,"CHILE",2694824,2369596,29137,0,4391734,54,61.4,0.7,0
"CHL","18-59",2021-12-10,"CHILE",10992705,10687159,6424907,0,11371278,94,96.7,56.5,0
"CHL","60+",2021-12-10,"CHILE",3240393,3204445,2741192,0,3449350,92.9,93.9,79.5,0
"CHL","<18",2021-12-03,"CHILE",2659411,2291056,20313,0,4391734,52.2,60.6,0.5,0
"CHL","18-59",2021-12-03,"CHILE",10969685,10648400,5840407,0,11371278,93.6,96.5,51.4,0
"CHL","60+",2021-12-03,"CHILE",3238269,3200959,2700052,0,3449350,92.8,93.9,78.3,0
"CHL","<18",2021-11-26,"CHILE",2596914,2076913,14592,0,4391734,47.3,59.1,0.3,0
"CHL","18-59",2021-11-26,"CHILE",10921563,10581529,4974459,0,11371278,93.1,96,43.7,0
"CHL","60+",2021-11-26,"CHILE",3234095,3195430,2619422,0,3449350,92.6,93.8,75.9,0
"CHL","<18",2021-11-19,"CHILE",2596914,2076913,14592,0,4391734,47.3,59.1,0.3,0
"CHL","18-59",2021-11-19,"CHILE",10921563,10581529,4974459,0,11371278,93.1,96,43.7,0
"CHL","60+",2021-11-19,"CHILE",3234095,3195430,2619422,0,3449350,92.6,93.8,75.9,0
"CHL","<18",2021-11-12,"CHILE",2527447,1826742,10725,0,4391734,41.6,57.6,0.2,0
"CHL","18-59",2021-11-12,"CHILE",10878239,10528217,4268615,0,11371278,92.6,95.7,37.5,0
"CHL","60+",2021-11-12,"CHILE",3230333,3191928,2531018,0,3449350,92.5,93.7,73.4,0
"CHL","<18",2021-11-05,"CHILE",2005680,715154,403,0,4391734,16.3,45.7,0,0
"CHL","18-59",2021-11-05,"CHILE",10737424,10355287,1702569,0,11371278,91.1,94.4,15,0
"CHL","60+",2021-11-05,"CHILE",3219036,3181157,2174798,0,3449350,92.2,93.3,63,0
"CHL","<18",2021-10-29,"CHILE",2005680,715154,403,0,4391734,16.3,45.7,0,0
"CHL","18-59",2021-10-29,"CHILE",10737424,10355287,1702569,0,11371278,91.1,94.4,15,0
"CHL","60+",2021-10-29,"CHILE",3219036,3181157,2174798,0,3449350,92.2,93.3,63,0
"CHL","<18",2021-10-22,"CHILE",2005680,715154,403,0,4391734,16.3,45.7,0,0
"CHL","18-59",2021-10-22,"CHILE",10737424,10355287,1702569,0,11371278,91.1,94.4,15,0
"CHL","60+",2021-10-22,"CHILE",3219036,3181157,2174798,0,3449350,92.2,93.3,63,0
"CHL","<18",2021-10-15,"CHILE",2005680,715154,403,0,4391734,16.3,45.7,0,0
"CHL","18-59",2021-10-15,"CHILE",10737424,10355287,1702569,0,11371278,91.1,94.4,15,0
"CHL","60+",2021-10-15,"CHILE",3219036,3181157,2174798,0,3449350,92.2,93.3,63,0
"CHL","<18",2021-10-08,"CHILE",898258,674399,0,0,4391734,15.4,20.5,0,0
"CHL","18-59",2021-10-08,"CHILE",10604338,10179763,0,0,11371278,89.5,93.3,0,0
"CHL","60+",2021-10-08,"CHILE",3211267,3169672,0,0,3449350,91.9,93.1,0,0
"CHL","<18",2021-10-01,"CHILE",898258,674399,0,0,4391734,15.4,20.5,0,0
"CHL","18-59",2021-10-01,"CHILE",10604338,10179763,0,0,11371278,89.5,93.3,0,0
"CHL","60+",2021-10-01,"CHILE",3211267,3169672,0,0,3449350,91.9,93.1,0,0
"CHL","<18",2021-09-24,"CHILE",898258,674399,0,0,4391734,15.4,20.5,0,0
"CHL","18-59",2021-09-24,"CHILE",10604338,10179763,0,0,11371278,89.5,93.3,0,0
"CHL","60+",2021-09-24,"CHILE",3211267,3169672,0,0,3449350,91.9,93.1,0,0
"CHL","<18",2021-09-17,"CHILE",0,0,0,0,4391734,0,0,0,0
"CHL","18-59",2021-09-17,"CHILE",0,0,0,0,11371278,0,0,0,0
"CHL","60+",2021-09-17,"CHILE",0,0,0,0,3449350,0,0,0,0
"CHL","<18",2021-09-10,"CHILE",0,0,0,0,4391734,0,0,0,0
"CHL","18-59",2021-09-10,"CHILE",0,0,0,0,11371278,0,0,0,0
"CHL","60+",2021-09-10,"CHILE",0,0,0,0,3449350,0,0,0,0
"CHL","<18",2021-09-03,"CHILE",0,0,0,0,4391734,0,0,0,0
"CHL","18-59",2021-09-03,"CHILE",0,0,0,0,11371278,0,0,0,0
"CHL","60+",2021-09-03,"CHILE",0,0,0,0,3449350,0,0,0,0
"CHL","<18",2021-08-27,"CHILE",0,0,0,0,4391734,0,0,0,0
"CHL","18-59",2021-08-27,"CHILE",0,0,0,0,11371278,0,0,0,0
"CHL","60+",2021-08-27,"CHILE",0,0,0,0,3449350,0,0,0,0
"CHL","<18",2021-08-20,"CHILE",0,0,0,0,4391734,0,0,0,0
"CHL","18-59",2021-08-20,"CHILE",0,0,0,0,11371278,0,0,0,0
"CHL","60+",2021-08-20,"CHILE",0,0,0,0,3449350,0,0,0,0
"CHL","<18",2021-08-13,"CHILE",0,0,0,0,4391734,0,0,0,0
"CHL","18-59",2021-08-13,"CHILE",0,0,0,0,11371278,0,0,0,0
"CHL","60+",2021-08-13,"CHILE",0,0,0,0,3449350,0,0,0,0
"CHL","<18",2021-08-06,"CHILE",0,0,0,0,4391734,0,0,0,0
"CHL","18-59",2021-08-06,"CHILE",0,0,0,0,11371278,0,0,0,0
"CHL","60+",2021-08-06,"CHILE",0,0,0,0,3449350,0,0,0,0
"COL","<18",2022-06-24,"COLOMBIA",5182366,3045086,55224,0,13678714,22.3,37.9,0.4,0
"COL","18-59",2022-06-24,"COLOMBIA",21493825,17390465,3154826,0,30601462,56.8,70.2,10.3,0
"COL","60+",2022-06-24,"COLOMBIA",6559476,6022180,2331986,0,6985665,86.2,93.9,33.4,0
"COL","<18",2022-06-17,"COLOMBIA",5182366,3045086,55224,0,13678714,22.3,37.9,0.4,0
"COL","18-59",2022-06-17,"COLOMBIA",21493825,17390465,3154826,0,30601462,56.8,70.2,10.3,0
"COL","60+",2022-06-17,"COLOMBIA",6559476,6022180,2331986,0,6985665,86.2,93.9,33.4,0
"COL","<18",2022-06-10,"COLOMBIA",5182366,3045086,55224,0,13678714,22.3,37.9,0.4,0
"COL","18-59",2022-06-10,"COLOMBIA",21493825,17390465,3154826,0,30601462,56.8,70.2,10.3,0
"COL","60+",2022-06-10,"COLOMBIA",6559476,6022180,2331986,0,6985665,86.2,93.9,33.4,0
"COL","<18",2022-06-03,"COLOMBIA",5182366,3045086,55224,303,13678714,22.3,37.9,0.4,0
"COL","18-59",2022-06-03,"COLOMBIA",21493825,17390465,3154826,3468,30601462,56.8,70.2,10.3,0
"COL","60+",2022-06-03,"COLOMBIA",6559476,6022180,2331986,1605,6985665,86.2,93.9,33.4,0
"COL","<18",2022-05-27,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-05-27,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-05-27,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-05-20,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-05-20,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-05-20,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-05-13,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-05-13,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-05-13,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-05-06,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-05-06,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-05-06,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-04-29,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-04-29,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-04-29,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-04-22,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-04-22,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-04-22,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-04-15,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-04-15,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-04-15,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-04-08,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-04-08,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-04-08,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-04-01,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-04-01,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-04-01,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-03-25,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-03-25,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-03-25,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-03-18,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-03-18,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-03-18,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-03-11,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-03-11,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-03-11,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-03-04,"COLOMBIA",3518571,1605648,1977,0,13678714,11.7,25.7,0,0
"COL","18-59",2022-03-04,"COLOMBIA",19423002,14788687,430048,0,30601462,48.3,63.5,1.4,0
"COL","60+",2022-03-04,"COLOMBIA",6262060,5662673,769058,0,6985665,81.1,89.6,11,0
"COL","<18",2022-02-25,"COLOMBIA",2383889,759030,1977,0,13678714,5.5,17.4,0,0
"COL","18-59",2022-02-25,"COLOMBIA",18333911,13356108,430048,0,30601462,43.6,59.9,1.4,0
"COL","60+",2022-02-25,"COLOMBIA",6075197,5437710,769058,0,6985665,77.8,87,11,0
"COL","<18",2022-02-18,"COLOMBIA",2383889,759030,1977,0,13678714,5.5,17.4,0,0
"COL","18-59",2022-02-18,"COLOMBIA",18333911,13356108,430048,0,30601462,43.6,59.9,1.4,0
"COL","60+",2022-02-18,"COLOMBIA",6075197,5437710,769058,0,6985665,77.8,87,11,0
"COL","<18",2022-02-11,"COLOMBIA",2383889,759030,1977,0,13678714,5.5,17.4,0,0
"COL","18-59",2022-02-11,"COLOMBIA",18333911,13356108,430048,0,30601462,43.6,59.9,1.4,0
"COL","60+",2022-02-11,"COLOMBIA",6075197,5437710,769058,0,6985665,77.8,87,11,0
"COL","<18",2022-02-04,"COLOMBIA",2383889,759030,1977,0,13678714,5.5,17.4,0,0
"COL","18-59",2022-02-04,"COLOMBIA",18333911,13356108,430048,0,30601462,43.6,59.9,1.4,0
"COL","60+",2022-02-04,"COLOMBIA",6075197,5437710,769058,0,6985665,77.8,87,11,0
"COL","<18",2022-01-28,"COLOMBIA",1341635,279777,200,0,13678714,2,9.8,0,0
"COL","18-59",2022-01-28,"COLOMBIA",20981916,11204315,12396,0,30601462,36.6,68.6,0,0
"COL","60+",2022-01-28,"COLOMBIA",5877292,5170011,181632,0,6985665,74,84.1,2.6,0
"COL","<18",2022-01-21,"COLOMBIA",1341635,279777,200,0,13678714,2,9.8,0,0
"COL","18-59",2022-01-21,"COLOMBIA",20981916,11204315,12396,0,30601462,36.6,68.6,0,0
"COL","60+",2022-01-21,"COLOMBIA",5877292,5170011,181632,0,6985665,74,84.1,2.6,0
"COL","<18",2022-01-14,"COLOMBIA",1341635,279777,200,0,13678714,2,9.8,0,0
"COL","18-59",2022-01-14,"COLOMBIA",20981916,11204315,12396,0,30601462,36.6,68.6,0,0
"COL","60+",2022-01-14,"COLOMBIA",5877292,5170011,181632,0,6985665,74,84.1,2.6,0
"COL","<18",2022-01-07,"COLOMBIA",1341635,279777,200,0,13678714,2,9.8,0,0
"COL","18-59",2022-01-07,"COLOMBIA",20981916,11204315,12396,0,30601462,36.6,68.6,0,0
"COL","60+",2022-01-07,"COLOMBIA",5877292,5170011,181632,0,6985665,74,84.1,2.6,0
"COL","<18",2021-12-31,"COLOMBIA",1341635,279777,200,0,13678714,2,9.8,0,0
"COL","18-59",2021-12-31,"COLOMBIA",20981916,11204315,12396,0,30601462,36.6,68.6,0,0
"COL","60+",2021-12-31,"COLOMBIA",5877292,5170011,181632,0,6985665,74,84.1,2.6,0
"COL","<18",2021-12-24,"COLOMBIA",1341635,279777,200,0,13678714,2,9.8,0,0
"COL","18-59",2021-12-24,"COLOMBIA",20981916,11204315,12396,0,30601462,36.6,68.6,0,0
"COL","60+",2021-12-24,"COLOMBIA",5877292,5170011,181632,0,6985665,74,84.1,2.6,0
"COL","<18",2021-12-17,"COLOMBIA",1341635,279777,200,0,13678714,2,9.8,0,0
"COL","18-59",2021-12-17,"COLOMBIA",20981916,11204315,12396,0,30601462,36.6,68.6,0,0
"COL","60+",2021-12-17,"COLOMBIA",5877292,5170011,181632,0,6985665,74,84.1,2.6,0
"COL","<18",2021-12-10,"COLOMBIA",1341635,279777,200,0,13678714,2,9.8,0,0
"COL","18-59",2021-12-10,"COLOMBIA",20981916,11204315,12396,0,30601462,36.6,68.6,0,0
"COL","60+",2021-12-10,"COLOMBIA",5877292,5170011,181632,0,6985665,74,84.1,2.6,0
"COL","<18",2021-12-03,"COLOMBIA",1341635,279777,200,0,13678714,2,9.8,0,0
"COL","18-59",2021-12-03,"COLOMBIA",20981916,11204315,12396,0,30601462,36.6,68.6,0,0
"COL","60+",2021-12-03,"COLOMBIA",5877292,5170011,181632,0,6985665,74,84.1,2.6,0
